shastragaar,शस्त्रागार
bijoya,बिजोय
meshillemoth,मशिल्लेमोत
gramstha,ग्रामस्था
mcclure,मैकक्लेर
yagnesh,यग्नेश
aakshepaasaathi,आक्षेपासाठी
zidane,जिदेन
ondhiya,ओंधिया
compulsion,कम्पल्सन
bhikhmangapan,भिखमंगापन
ratee,रती
karyalsthal,कार्यलस्थल
scorecardon,स्कोरकार्डों
aufaa,औफ़ा
penein,पेनें
pradyot,प्रद्युत
vijetakchhadia,विजेताकछाड़िया
keelam,कीलम
kouritenga,कौरितेंगा
lesua,लेसुआ
thranton,थ्रांटन
tyonhi,त्योंही
mangini,मंगिनी
chatakati,चटकती
khatikwada,खटीकवाडा
karnmool,कर्णमूल
putravarg,पुत्रवर्ग
cosmeticus,कोस्मेटिकस
marisa,मरीसा
mudrayen,मुद्राएँ
digeshwar,डिगेश्वर
madhyavastha,मध्यावस्था
villareal,विलेरियल
habban,हब्बान
matavya,मतव्य
puskara,पुस्कारा
snoden,स्नोडन
pheromone,फेरोमोन
pentakostalvadiyon,पेंटाकोस्टलवादियों
doorion,दूरियों
hosa,होसा
bakriyon,बकरियों
sardarasamand,सरदारसमन्द
retoric,रिटोरिक
fuki,फुकी
tallital,तल्लीताल
prosenamide,प्रोसेनामाइड
pastejovayurakash,पस्तेजोवायुराकाश
istakbaliya,इस्तकबालिया
rulak,रूलक
vishthaapan,विष्ठापन
dayalata,दयालता
fivestary,फाइवस्टारी
abhale,अभाले
parrashtron,परराष्ट्रों
truckers,ट्रकर्स
balvivahache,बालविवाहाचे
thirupparakundram,तिरुप्पराकुंद्रम
shadighar,शादीघर
sustainability,सस्टेनबिलटी
raghul,रघुल
grandenhomme,ग्रांडनहोम
sadbudha,सदबुद्ध
nursingche,नर्सिंगचे
millimeterwave,मिलीमीटरवेव
jhamreda,झमरेड़ा
chaupadarikaran,चौपदरीकरण
pagadibandh,पगड़ीबंध
jamtada,जमताड़ा
dvyakshar,द्व्यक्षर
baukala,बौकाला
hypothyroidism,हाइपोथायरॉइडिस्म
guddio,गुड्डियो
ghaghotia,घघोटिया
filing,फ़ाइलिंग
bhumikaon,भुमिकाओं
daginyacha,दागिन्याचा
ghabru,घाबरू
durgechi,दुर्गेची
anshula,अंशुला
machhliyaan,मछलियाँ
havaaiyan,हवाइयां
bappache,बप्पाचे
picasaweb,पिकासावेब
paske,पासके
buteri,बुटेरी
sholamari,शोलामारी
mosallam,मोसल्लम
ugmac,यूजीएमएसी
pachvi,पचवी
anchabhitt,अंचभित्त
bedaulata,बेडौलता
jinaan,जिनां
gammer,गैमर
jeevaashm,जीवाष्म
drensig,ड्रेंसिग
baarshik,बार्षिक
gunankhandon,गुणनखण्डों
pachhaait,पछाइत
alarsa,अलारसा
echelon,एशेलॉन
subratroy,सुब्रतरॉय
multaan,मुल्तान
marshalon,मार्शलों
qudani,कुदानी
paraheda,पाराहेड़ा
shrunanand,श्रुणानंद
adhiveshanamadhye,अधिवेशनामध्ये
minkanadi,मिनकानाडी
seatac,सीटैक
lakhmasi,लखमसी
misur,मिसुर
kavikokil,कविकोकिल
salaib,सलैब
satpaiki,सातपैकी
jeevaanunche,जीवाणूंचे
urra,उर्रा
chandpa,चांदपा
poudel,पौडेल
chhavanyadekhil,छावण्यादेखील
bhaktawar,बख्तावर
jonakar,जोनाकर
gholengi,घोलेंगी
chikniya,चिकनिया
ghumal,घुमल
dadruff,डैड्रफ
titarwada,तितरवाड़ा
uthenkala,उथेनकला
hansate,हंॅसते
ubhayalingashrayi,उभयलिंगाश्रयी
mailapanyacha,मैलापाण्याचा
walibal,वालीबाल
bakesu,बकेसू
swapnakade,स्वप्नाकडे
bleany,ब्लीनी
sabkechalate,सबकेचलते
laalapheetaashaahee,लालफीताशाही
kishne,किशने
yangyan,यांगयान
gundile,गुंडिले
mezu,मेज़ू
dhurairi,धुरैरी
chandrel,चंद्रेल
jeehen,जीहें
tendermadhyech,टेंडरमध्येच
akhirakyon,आखिरक्यों
sahama,सहम
richmand,रिचमंड
cindia,सिंडिया
sabhik,सभिक
chamake,छमके
picheshwar,पिचेश्वर
directions,डिरेक्शंस
nissaarit,निस्सारित
ahtesham,अहतेशाम
paristhitikeetantra,पारिस्थितिकीतंत्र
maattu,मट्टू
vishamalingi,विषमलिंगी
banjarbaru,बंजारबारू
abhivyaktike,अभिव्यक्तिके
vratadhaaran,व्रतधारण
chhaapuun,छापूँ
nazeera,नाज़िरा
destimony,डेस्टीमनी
chitthonki,चिट्ठोंकी
totsangla,तोतसंगला
thrash,थ्रश
parachhaeeyon,परछाइयों
mursaleen,मुरसालीन
sanahali,सनाहली
sahityabhushan,साहित्यभूषण
kuliyon,कुलियों
gruny,ग्रूनी
chachche,चच्चे
guruve,गुरूवे
muinch,मुइंच
aatmasparshi,आत्मस्पर्शी
firat,फिरात
malmotarivar,मालमोटारीवर
chilarichya,चिलारीच्या
boundiwall,बाउंडीवॉल
swarnjayanti,स्वर्णजयंती
vanjhou,वांझोउ
hedjaz,हेदजाज
purnatejasweekaran,पुर्नतेजस्वीकरण
granthonki,ग्रन्थोंकी
yahankarib,यहांकरीब
dimaau,डिमाऊ
kahevaay,कहेवाय
gude,गूदे
peshat,पेशाट
funaria,फ्यूनेरिया
unneesvaan,उन्नीसवां
gaonwalon,गाँववालों
poosht,पूष्ट
tasuhiro,तासुहिरो
mufp,एमयूएफपी
altahat,अल्ताहाट
kaavayaanubhuti,काव्यानुभूति
jelliffe,जेल्लिफ़
nisaadit,निसादित
jalandhara,जालंधरा
musadme,मुसदमे
allahu,अल्लाहु
lense,लेन्स
stepco,स्टेप्को
substantia,सबस्टैंशिया
supervisory,सुपरवाईज़री
aavaahanach,आवाहनच
hinsabad,हिंसाबाद
karodpatiyon,करोड़पतियों
hamaki,हमाकी
satyatva,सत्यत्व
crummy,क्रमी
supsup,सपसप
sainit,सैनित
pighalne,पिघलने
bhrakuti,भ्रकुटी
karjafedichya,कर्जफेडीच्या
synthentop,सिंथनटॉप
sinhaliyon,सिंहलियों
rehtey,रहते
barroso,बैरोसो
damayantiraje,दमयंतीराजे
nishithkaal,निशिथकाल
drishtiya,दृष्टिया
kaaryavaahak,कार्यवाहक
bhomay,भोमय
oolbar,टूलबार
perfomers,परफॉमर्स
kalazadu,कालाजादू
gairrajnitigya,गैरराजनीतिज्ञ
naugaman,नौगमन
memphorce,मेंफोर्स
takrib,तकरीब
costumous,कॉस्ट्यूमस
jariwala,जरिवाला
sabapur,साबापुर
drakshachi,द्राक्षाची
pradat,प्रदत्त
tiruppavai,तिरुप्पवै
ashauk,अशौक
nakhuna,नखूना
buildup,बिल्डअप
maanjhar,मांझर
palaeontology,पेलियोनटोलॉजी
dilu,दिलु
beya,बेया
kabjedaaron,कब्जेदारों
yunaitid,युनाइटिड
namini,नामिनी
nahinjise,नहींजिसे
huddiyaan,हड्डियां
kuduro,कुडुरो
tamannaao,तमन्नाओ
nakil,नकिल
nihil,निहिल
istaklal,इस्तकलाल
ijusu,इजुसू
mim,मीम
talifat,तालिफत
nagarsevkanvishayi,नगरसेवकांविषयी
nadanil,नादानील
vanayag,वनयाग
mudachak,मुदाचक
ranjal,रंजल
ausatah,औसतः
divej,दिवेज
prabhatvela,प्रभातवेला
maganeej,मगनीज
jhuthalaayenge,झुठलाएँगे
ashwaraj,अश्वराज
ballebajo,बल्लेबाजो
suchanadataon,सूचनादाताओं
acharsanhitepurvi,आचारसंहितेपुर्वी
ell,ईएलएल
mudraprapti,मुद्राप्राप्ति
topar,तोपर
sikhavaniyon,सिखावनियों
vallegy,वेलेजी
lfe,एलएफई
firoziya,फिरोजिया
rishank,रिशंक
mahakuch,महाकूच
keeravani,कीरावाणी
trumpman,ट्रंपमैन
khandwan,खंडवां
praasarat,प्रासरत
exar,एक्सार
bahadurshastri,बहादुरशास्त्री
biruwala,बीरूवाला
klinsmann,क्लिंसमान
jsa,जेएसए
umbust,अम्बस्ट
raktnishthivan,रक्तनिष्ठीवन
manthari,मंथरी
baanton,बाटों
abrahms,अब्राहम्स
tyndall,टिंडॉल
unery,यूनेरी
laukahava,लौकहवा
wagonr,वैगनार
koute,कोटे
gahra,गहरा
salakhon,सालाखों
goncalves,गोंकाल्वेस
shahjalal,शाहज़लाल
nivadanyache,निवडण्याचे
ampati,अम्पाती
samtali,समतली
abhinirdharan,अभिनिर्धारण
rahulgandhi,राहुलगांधी
palarivattom,पलारीवत्तोम
